x,y,date,area,state,days_duration,total_active_cases
101.61746538,3.078889870000012,06/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,36,5
101.61746538,3.078889870000012,06/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,37,6
101.61746538,3.078889870000012,06/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,39,6
101.61746538,3.078889870000012,06/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,40,6
101.61369705200002,3.090625763999981,06/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,42,10
101.61369705200002,3.090625763999981,06/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,40,10
101.61369705200002,3.090625763999981,06/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,41,10
101.61369705200002,3.090625763999981,06/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,43,10
101.61369705200002,3.090625763999981,06/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,44,10
101.61746538,3.078889870000012,07/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,38,6
101.61746538,3.078889870000012,07/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,36,5
101.61746538,3.078889870000012,07/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,42,6
101.61746538,3.078889870000012,07/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,37,6
101.61746538,3.078889870000012,07/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,39,6
101.61746538,3.078889870000012,07/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,40,6
101.61369705200002,3.090625763999981,07/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,42,10
101.61369705200002,3.090625763999981,07/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,40,10
101.61369705200002,3.090625763999981,07/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,46,10
101.61369705200002,3.090625763999981,07/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,41,10
101.61369705200002,3.090625763999981,07/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,43,10
101.61369705200002,3.090625763999981,07/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,44,10
101.61746538,3.078889870000012,08/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,43,6
101.61369705200002,3.090625763999981,08/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,47,10
101.61746538,3.078889870000012,09/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,43,6
101.61746538,3.078889870000012,09/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,44,6
101.61369705200002,3.090625763999981,09/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,47,10
101.61369705200002,3.090625763999981,09/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,48,10
101.61746538,3.078889870000012,10/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,43,6
101.61746538,3.078889870000012,10/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,44,6
101.61746538,3.078889870000012,10/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,45,6
101.61369705200002,3.090625763999981,10/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,47,10
101.61369705200002,3.090625763999981,10/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,48,10
101.61746538,3.078889870000012,11/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,43,6
101.61746538,3.078889870000012,11/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,44,6
101.61746538,3.078889870000012,11/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,46,6
101.61746538,3.078889870000012,11/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,45,6
101.61369705200002,3.090625763999981,11/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,47,10
101.61369705200002,3.090625763999981,11/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,48,10
101.61746538,3.078889870000012,12/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,43,6
101.61746538,3.078889870000012,12/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,44,6
101.61746538,3.078889870000012,12/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,46,6
101.61746538,3.078889870000012,12/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,45,6
101.61746538,3.078889870000012,12/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,47,6
101.61369705200002,3.090625763999981,12/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,47,10
101.61369705200002,3.090625763999981,12/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,48,10
101.61746538,3.078889870000012,13/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,43,6
101.61746538,3.078889870000012,13/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,48,6
101.61746538,3.078889870000012,13/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,44,6
101.61746538,3.078889870000012,13/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,46,6
101.61746538,3.078889870000012,13/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,45,6
101.61746538,3.078889870000012,13/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,47,6
101.61369705200002,3.090625763999981,13/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,47,10
101.61369705200002,3.090625763999981,13/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,48,10
101.647563935,3.1525615460000154,13/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,31,5
101.61746538,3.078889870000012,14/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,49,6
101.61746538,3.078889870000012,14/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,43,6
101.61746538,3.078889870000012,14/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,48,6
101.61746538,3.078889870000012,14/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,44,6
101.61746538,3.078889870000012,14/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,46,6
101.61746538,3.078889870000012,14/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,45,6
101.61746538,3.078889870000012,14/05/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 2 (BLOK 4 , 5 , 6)",SELANGOR,47,6
101.61369705200002,3.090625763999981,14/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,47,10
101.61369705200002,3.090625763999981,14/05/2025,E9. KT SS 8 APT KELANA IMPIAN,SELANGOR,48,10
101.647563935,3.1525615460000154,14/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,32,7
101.647563935,3.1525615460000154,14/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,31,5
101.647563935,3.1525615460000154,15/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,33,7
101.647563935,3.1525615460000154,16/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,33,7
101.647563935,3.1525615460000154,16/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,34,7
101.647563935,3.1525615460000154,17/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,33,7
101.647563935,3.1525615460000154,17/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,35,7
101.647563935,3.1525615460000154,17/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,34,7
101.647563935,3.1525615460000154,18/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,33,7
101.647563935,3.1525615460000154,18/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,35,7
101.647563935,3.1525615460000154,18/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,34,7
101.647563935,3.1525615460000154,18/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,36,7
101.647563935,3.1525615460000154,19/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,37,7
101.647563935,3.1525615460000154,19/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,33,7
101.647563935,3.1525615460000154,19/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,35,7
101.647563935,3.1525615460000154,19/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,34,7
101.647563935,3.1525615460000154,19/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,36,7
101.647563935,3.1525615460000154,20/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,37,7
101.647563935,3.1525615460000154,20/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,33,7
101.647563935,3.1525615460000154,20/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,35,7
101.647563935,3.1525615460000154,20/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,34,7
101.647563935,3.1525615460000154,20/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,38,8
101.647563935,3.1525615460000154,20/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,36,7
101.647563935,3.1525615460000154,21/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,37,7
101.647563935,3.1525615460000154,21/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,39,8
101.647563935,3.1525615460000154,21/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,33,7
101.647563935,3.1525615460000154,21/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,35,7
101.647563935,3.1525615460000154,21/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,34,7
101.647563935,3.1525615460000154,21/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,38,8
101.647563935,3.1525615460000154,21/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,36,7
101.647563935,3.1525615460000154,22/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,40,8
101.647563935,3.1525615460000154,23/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,41,8
101.647563935,3.1525615460000154,23/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,40,8
101.647563935,3.1525615460000154,24/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,41,8
101.647563935,3.1525615460000154,24/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,40,8
101.647563935,3.1525615460000154,24/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,42,8
101.647563935,3.1525615460000154,25/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,41,8
101.647563935,3.1525615460000154,25/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,43,8
101.647563935,3.1525615460000154,25/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,40,8
101.647563935,3.1525615460000154,25/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,42,8
101.647563935,3.1525615460000154,26/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,41,8
101.647563935,3.1525615460000154,26/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,43,8
101.647563935,3.1525615460000154,26/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,40,8
101.647563935,3.1525615460000154,26/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,42,8
101.647563935,3.1525615460000154,27/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,41,8
101.647563935,3.1525615460000154,27/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,43,8
101.647563935,3.1525615460000154,27/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,40,8
101.647563935,3.1525615460000154,27/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,42,8
101.647563935,3.1525615460000154,28/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,41,8
101.647563935,3.1525615460000154,28/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,43,8
101.647563935,3.1525615460000154,28/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,40,8
101.647563935,3.1525615460000154,28/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,42,8
101.647563935,3.1525615460000154,29/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,47,8
101.647563935,3.1525615460000154,30/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,48,8
101.647563935,3.1525615460000154,30/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,47,8
101.647563935,3.1525615460000154,31/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,48,8
101.647563935,3.1525615460000154,31/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,49,8
101.647563935,3.1525615460000154,31/05/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,47,8
101.647563935,3.1525615460000154,01/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,50,8
101.647563935,3.1525615460000154,01/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,48,8
101.647563935,3.1525615460000154,01/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,49,8
101.647563935,3.1525615460000154,01/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,47,8
101.647563935,3.1525615460000154,02/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,50,8
101.647563935,3.1525615460000154,02/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,48,8
101.647563935,3.1525615460000154,02/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,49,8
101.647563935,3.1525615460000154,02/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,47,8
101.647563935,3.1525615460000154,03/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,50,8
101.647563935,3.1525615460000154,03/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,48,8
101.647563935,3.1525615460000154,03/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,49,8
101.647563935,3.1525615460000154,03/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,47,8
101.647563935,3.1525615460000154,04/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,50,8
101.647563935,3.1525615460000154,04/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,48,8
101.647563935,3.1525615460000154,04/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,49,8
101.647563935,3.1525615460000154,04/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,47,8
101.647563935,3.1525615460000154,05/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,50,8
101.647563935,3.1525615460000154,05/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,48,8
101.647563935,3.1525615460000154,05/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,49,8
101.647563935,3.1525615460000154,05/06/2025,BUKIT DAMANSARA (DESA DAMANSARA CONDOMINIUM),WILAYAH PERSEKUTUAN,47,8
101.61892700200002,3.079881549999982,06/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,31,9
101.61892700200002,3.079881549999982,07/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,31,9
101.61892700200002,3.079881549999982,07/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,32,10
101.61892700200002,3.079881549999982,08/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,31,9
101.61892700200002,3.079881549999982,08/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,32,10
101.61892700200002,3.079881549999982,09/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,31,9
101.61892700200002,3.079881549999982,09/06/2025,"E11. SRI PJS 6 FLAT DESA MENTARI 1 (BLOK 1 , 2 , 3)",SELANGOR,32,10
